episode_id,episode_text,domain,research_area,delta_ged,delta_ig,is_insight,cross_domain_count,domain_diversity,topk_count,vector_reconstruction,timestamp
195,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.195,True,10,2,10,"Episode_195: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:06.146377
196,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.196,True,10,1,10,"Episode_196: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:06.191656
197,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.197,True,10,1,10,"Episode_197: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:06.237126
198,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.198,True,10,1,10,"Episode_198: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:06.282987
199,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.199,True,10,1,10,"Episode_199: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:06.326854
200,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.2,True,10,1,10,"Episode_200: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:06.371837
201,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.201,True,0,1,10,"Episode_201: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:06.418165
202,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.202,True,10,1,10,"Episode_202: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:06.462830
203,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.203,True,10,1,10,"Episode_203: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:06.511490
204,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.20400000000000001,True,10,1,10,"Episode_204: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:06.560415
205,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.20500000000000002,True,10,1,10,"Episode_205: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:06.604363
206,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.20600000000000002,True,10,1,10,"Episode_206: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:06.649576
207,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.20700000000000002,True,10,1,10,"Episode_207: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:06.694600
208,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.20800000000000002,True,10,1,10,"Episode_208: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:06.740465
209,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.209,True,10,1,10,"Episode_209: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:06.784776
210,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.21,True,10,1,10,"Episode_210: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:06.829120
211,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.211,True,0,1,10,"Episode_211: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:06.874987
212,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.212,True,10,1,10,"Episode_212: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:06.919177
213,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.213,True,10,1,10,"Episode_213: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:06.962620
214,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.214,True,10,1,10,"Episode_214: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:07.005993
215,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.215,True,10,1,10,"Episode_215: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:07.049285
216,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.216,True,10,1,10,"Episode_216: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:07.093629
217,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.217,True,10,1,10,"Episode_217: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:07.137467
218,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.218,True,10,1,10,"Episode_218: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:07.181969
219,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.219,True,10,1,10,"Episode_219: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:07.227871
220,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.22,True,10,1,10,"Episode_220: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:07.275787
221,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.221,True,0,1,10,"Episode_221: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:07.321446
222,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.222,True,10,1,10,"Episode_222: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:07.364204
223,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.223,True,10,1,10,"Episode_223: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:07.407649
224,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.224,True,10,1,10,"Episode_224: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:07.451836
225,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.225,True,10,1,10,"Episode_225: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:07.495494
226,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.226,True,10,1,10,"Episode_226: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:07.540117
227,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.227,True,10,1,10,"Episode_227: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:07.584186
228,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.228,True,10,1,10,"Episode_228: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:07.629015
229,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.229,True,10,1,10,"Episode_229: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:07.672908
230,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.23,True,10,1,10,"Episode_230: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:07.717198
231,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.231,True,0,1,10,"Episode_231: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:07.763302
232,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.232,True,10,1,10,"Episode_232: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:07.807125
233,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.233,True,10,1,10,"Episode_233: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:07.850039
234,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.234,True,10,1,10,"Episode_234: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:07.893608
235,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.23500000000000001,True,10,1,10,"Episode_235: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:07.937557
236,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.23600000000000002,True,10,1,10,"Episode_236: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:07.982516
237,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.23700000000000002,True,10,1,10,"Episode_237: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:08.026475
238,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.23800000000000002,True,10,1,10,"Episode_238: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:08.071134
239,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.23900000000000002,True,10,1,10,"Episode_239: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:08.114158
240,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.24,True,10,1,10,"Episode_240: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:08.158451
241,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.241,True,0,1,10,"Episode_241: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:08.204919
242,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.242,True,10,1,10,"Episode_242: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:08.247364
243,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.243,True,10,1,10,"Episode_243: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:08.290677
244,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.244,True,10,1,10,"Episode_244: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:08.333738
245,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.245,True,10,1,10,"Episode_245: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:08.378047
246,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.246,True,10,1,10,"Episode_246: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:08.423578
247,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.247,True,10,1,10,"Episode_247: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:08.468178
248,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.248,True,10,1,10,"Episode_248: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:08.512961
249,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.249,True,10,1,10,"Episode_249: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:08.556996
250,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.25,True,10,1,10,"Episode_250: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:08.601362
251,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.251,True,0,1,10,"Episode_251: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:08.646867
252,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.252,True,10,1,10,"Episode_252: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:08.689901
253,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.253,True,10,1,10,"Episode_253: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:08.732840
254,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.254,True,10,1,10,"Episode_254: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:08.776345
255,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.255,True,10,1,10,"Episode_255: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:08.819763
256,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.256,True,10,1,10,"Episode_256: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:08.864262
257,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.257,True,10,1,10,"Episode_257: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:08.909617
258,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.258,True,10,1,10,"Episode_258: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:08.955729
259,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.259,True,10,1,10,"Episode_259: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:08.999304
260,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.26,True,10,1,10,"Episode_260: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:09.043783
261,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.261,True,0,1,10,"Episode_261: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:09.089443
262,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.262,True,10,1,10,"Episode_262: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:09.132580
263,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.263,True,10,1,10,"Episode_263: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:09.175897
264,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.264,True,10,1,10,"Episode_264: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:09.219370
265,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.265,True,10,1,10,"Episode_265: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:09.262538
266,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.266,True,10,1,10,"Episode_266: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:09.307175
267,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.267,True,10,1,10,"Episode_267: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:09.351733
268,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.268,True,10,1,10,"Episode_268: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:09.396611
269,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.269,True,10,1,10,"Episode_269: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:09.440845
270,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.27,True,10,1,10,"Episode_270: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:09.485229
271,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.271,True,0,1,10,"Episode_271: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:09.530430
272,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.272,True,10,1,10,"Episode_272: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:09.573899
273,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.273,True,10,1,10,"Episode_273: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:09.617599
274,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.274,True,10,1,10,"Episode_274: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:09.661848
275,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.275,True,10,1,10,"Episode_275: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:09.706689
276,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.276,True,10,1,10,"Episode_276: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:09.751244
277,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.277,True,10,1,10,"Episode_277: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:09.795237
278,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.278,True,10,1,10,"Episode_278: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:09.840335
279,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.279,True,10,1,10,"Episode_279: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:09.885271
280,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.28,True,10,1,10,"Episode_280: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:09.930937
281,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.281,True,0,1,10,"Episode_281: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:09.975672
282,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.28200000000000003,True,10,1,10,"Episode_282: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:10.018907
283,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.28300000000000003,True,10,1,10,"Episode_283: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:10.062794
284,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.28400000000000003,True,10,1,10,"Episode_284: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:10.106912
285,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.28500000000000003,True,10,1,10,"Episode_285: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:10.150600
286,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.28600000000000003,True,10,1,10,"Episode_286: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:10.194888
287,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.28700000000000003,True,10,1,10,"Episode_287: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:10.240107
288,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.28800000000000003,True,10,1,10,"Episode_288: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:10.285889
289,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.289,True,10,1,10,"Episode_289: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:10.331216
290,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.29,True,10,1,10,"Episode_290: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:10.376518
291,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.291,True,0,1,10,"Episode_291: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:10.422858
