file_path,module,domain,subdomain,responsibility_summary,line_count,class_count,function_count,classes,top_level_functions,runtime_reachable,test_reachable,internal_indegree,priority,recommended_action,merge_with,split_recommendation,improvement_proposal
src/insightspike/spike_pipeline/detector.py,insightspike.spike_pipeline.detector,spike_pipeline,spike_pipeline,スパイク解析パイプライン,393,3,0,SpikeDecisionMode|SpikeDecision|SpikeDecisionEngine,-,no,yes,3,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/spike_pipeline/pipeline.py,insightspike.spike_pipeline.pipeline,spike_pipeline,spike_pipeline,スパイク解析パイプライン,399,1,3,SpikePipeline,create_standard_pipeline|create_adaptive_pipeline|create_threshold_pipeline,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/spike_pipeline/processor.py,insightspike.spike_pipeline.processor,spike_pipeline,spike_pipeline,スパイク解析パイプライン,444,2,0,SpikeProcessingResult|SpikePostProcessor,-,no,yes,2,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/tools/experiments/experiment_framework.py,insightspike.tools.experiments.experiment_framework,tools,tools,補助ツール,412,5,3,PerformanceMetrics|ExperimentConfig|ExperimentResult|BaseExperiment|ExperimentSuite,create_simple_experiment_config|create_performance_metrics|load_experiment_result,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/tools/standalone/standalone_l3.py,insightspike.tools.standalone.standalone_l3,tools,tools,補助ツール,455,6,2,StandaloneConfig|DocumentProcessor|GraphBuilder|ConflictAnalyzer|MetricsCalculator|StandaloneL3GraphReasoner,create_standalone_reasoner|analyze_documents_simple,no,no,2,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/training/__init__.py,insightspike.training.__init__,training,training,学習/推論,12,0,0,-,-,no,no,0,P2,archive_or_move,-,-,実行経路外。用途を README に明記し、必要なら experiments または archive に移す
src/insightspike/training/predict.py,insightspike.training.predict,training,training,学習/推論,6,0,1,-,predict,no,no,1,P2,archive_or_move,-,-,実行経路外。用途を README に明記し、必要なら experiments または archive に移す
src/insightspike/training/quantizer.py,insightspike.training.quantizer,training,training,学習/推論,6,0,1,-,quantize,no,no,1,P2,archive_or_move,-,-,実行経路外。用途を README に明記し、必要なら experiments または archive に移す
src/insightspike/training/train.py,insightspike.training.train,training,training,学習/推論,6,0,1,-,train,no,no,1,P2,archive_or_move,-,-,実行経路外。用途を README に明記し、必要なら experiments または archive に移す
src/insightspike/utils/__init__.py,insightspike.utils.__init__,utils,utils,ユーティリティ,175,0,1,-,get_available_models,no,no,1,P2,shrink_exports,-,-,re-export を最小化し、重い import は遅延ロードに統一
src/insightspike/utils/config_access.py,insightspike.utils.config_access,utils,utils,ユーティリティ,48,0,2,-,safe_attr|safe_has,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/utils/config_utils.py,insightspike.utils.config_utils,utils,utils,ユーティリティ,161,0,7,-,safe_get|is_dict_config|is_object_config|normalize_to_dict|get_config_value|set_config_value|merge_configs,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/utils/response_evaluator.py,insightspike.utils.response_evaluator,utils,utils,ユーティリティ,170,1,0,ResponseEvaluator,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/visualization/dashboards.py,insightspike.visualization.dashboards,visualization,visualization,可視化,525,1,3,InsightSpikeVisualizer,quick_performance_chart|quick_comparison|quick_progress_chart,no,no,1,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/visualization/query_transform_viz.py,insightspike.visualization.query_transform_viz,visualization,visualization,可視化,77,0,3,-,animate_transformation|snapshot|_print_summary,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/__main__.py,insightspike.__main__,root,root,パッケージ初期化/公開エントリ,145,0,1,-,run_app,yes,no,0,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/core/metrics.py,insightspike.algorithms.core.metrics,algorithms,algorithms/core,geDIG/IG/類似度など指標計算,272,0,9,-,normalized_ged|entropy_ig|_graph_efficiency|_spectral_score|_local_entropies|graph_efficiency|spectral_score|local_entropies|_append_with_alignment,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/gedig/ab_writer_helper.py,insightspike.algorithms.gedig.ab_writer_helper,algorithms,algorithms/gedig,geDIG/IG/類似度など指標計算,32,0,1,-,create_csv_writer,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/gedig/config.py,insightspike.algorithms.gedig.config,algorithms,algorithms/gedig,geDIG/IG/類似度など指標計算,342,2,3,GeDIGConfig|GeDIGPresets,_env_float|_env_bool|_env_str,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/gedig/graph_utils.py,insightspike.algorithms.gedig.graph_utils,algorithms,algorithms/gedig,geDIG/IG/類似度など指標計算,425,0,11,-,graph_efficiency|spectral_score|avg_shortest_path_length_safe|compute_sp_gain_norm|extract_k_hop_subgraph|trim_terminal_edges|ensure_networkx|pyg_to_networkx|extract_features|filter_features|compute_ged_min_proxy,yes,yes,3,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/gedig/linkset.py,insightspike.algorithms.gedig.linkset,algorithms,algorithms/gedig,geDIG/IG/類似度など指標計算,218,0,1,-,compute_linkset_metrics,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/gedig/logger.py,insightspike.algorithms.gedig.logger,algorithms,algorithms/gedig,geDIG/IG/類似度など指標計算,137,1,0,GeDIGLogger,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/gedig/monitor.py,insightspike.algorithms.gedig.monitor,algorithms,algorithms/gedig,geDIG/IG/類似度など指標計算,193,1,0,GeDIGMonitor,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/gedig/multihop.py,insightspike.algorithms.gedig.multihop,algorithms,algorithms/gedig,geDIG/IG/類似度など指標計算,441,0,4,-,calculate_multihop|_compute_hop_sp_gain|_default_ged|_default_ig,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/gedig/selector.py,insightspike.algorithms.gedig.selector,algorithms,algorithms/gedig,geDIG/IG/類似度など指標計算,270,2,3,TwoThresholdSelection|TwoThresholdCandidateSelector,_extract_score|_safe_log|compute_gedig,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/gedig/spike.py,insightspike.algorithms.gedig.spike,algorithms,algorithms/gedig,geDIG/IG/類似度など指標計算,114,0,2,-,detect_spike|compute_rewards,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/gedig/types.py,insightspike.algorithms.gedig.types,algorithms,algorithms/gedig,geDIG/IG/類似度など指標計算,128,5,0,ProcessingMode|SpikeDetectionMode|HopResult|LinksetMetrics|GeDIGResult,-,yes,yes,7,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/gedig_ab_logger.py,insightspike.algorithms.gedig_ab_logger,algorithms,algorithms,geDIG/IG/類似度など指標計算,195,2,0,GeDIGResult|GeDIGABLogger,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/gedig_pure.py,insightspike.algorithms.gedig_pure,algorithms,algorithms,geDIG/IG/類似度など指標計算,110,2,0,PureGeDIGResult|PureGeDIGCalculator,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/graph_edit_distance.py,insightspike.algorithms.graph_edit_distance,algorithms,algorithms,geDIG/IG/類似度など指標計算,490,3,4,OptimizationLevel|GEDResult|GraphEditDistance,compute_graph_edit_distance|compute_delta_ged|get_global_ged_calculator|reset_ged_state,yes,yes,6,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/ig/methods.py,insightspike.algorithms.ig.methods,algorithms,algorithms/ig,geDIG/IG/類似度など指標計算,131,1,0,ImprovedEntropyMethods,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/ig/types.py,insightspike.algorithms.ig.types,algorithms,algorithms/ig,geDIG/IG/類似度など指標計算,48,2,0,EntropyMethod|IGResult,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/improved_similarity_entropy.py,insightspike.algorithms.improved_similarity_entropy,algorithms,algorithms,geDIG/IG/類似度など指標計算,191,1,7,NormalizationMethod,calculate_similarity_entropy|linear_normalization|sigmoid_normalization|exponential_normalization|piecewise_normalization|calculate_entropy_change|calculate_information_gain,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/linkset_adapter.py,insightspike.algorithms.linkset_adapter,algorithms,algorithms,geDIG/IG/類似度など指標計算,60,0,1,-,build_linkset_info,yes,yes,5,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/similarity_entropy.py,insightspike.algorithms.similarity_entropy,algorithms,algorithms,geDIG/IG/類似度など指標計算,52,0,1,-,calculate_similarity_entropy,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/sp_distcache.py,insightspike.algorithms.sp_distcache,algorithms,algorithms,geDIG/IG/類似度など指標計算,312,5,4,PairSet|DistanceCache|_PairsetRegistry|_MemoryRegistry|_FileRegistry,_hash_nodes_edges|_encode_pairset|_decode_pairset|_create_registry_from_env,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/algorithms/structural_entropy.py,insightspike.algorithms.structural_entropy,algorithms,algorithms,geDIG/IG/類似度など指標計算,333,0,6,-,degree_distribution_entropy|von_neumann_entropy|clustering_coefficient_entropy|path_length_entropy|structural_entropy|_to_networkx,yes,yes,3,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/cli/commands/bridge.py,insightspike.cli.commands.bridge,cli,cli,CLIエントリとコマンド,382,1,2,ConceptBridge,visualize_bridge_path|bridge_command,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/cli/commands/discover.py,insightspike.cli.commands.discover,cli,cli,CLIエントリとコマンド,384,1,1,InsightDiscovery,discover_command,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/cli/legacy.py,insightspike.cli.legacy,cli,cli,CLIエントリとコマンド,195,0,6,-,ask|load_documents|stats|config_info|main_callback|main,yes,no,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/config/__init__.py,insightspike.config.__init__,config,config,設定モデル/ローダ/正規化,23,0,0,-,-,yes,yes,25,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/config/compat.py,insightspike.config.compat,config,config,設定モデル/ローダ/正規化,33,0,3,-,detect_config_type|is_pydantic_config|normalize,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/config/constants.py,insightspike.config.constants,config,config,設定モデル/ローダ/正規化,68,3,0,FileFormat|DataType|Defaults,-,yes,yes,3,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/config/legacy_adapter.py,insightspike.config.legacy_adapter,config,config,設定モデル/ローダ/正規化,106,1,0,LegacyConfigAdapter,-,yes,yes,6,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/config/loader.py,insightspike.config.loader,config,config,設定モデル/ローダ/正規化,301,1,2,ConfigLoader,load_config|get_config,yes,yes,5,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/config/models.py,insightspike.config.models,config,config,設定モデル/ローダ/正規化,619,20,0,MemoryConfig|DefaultsAppliedMixin|HybridWeightsConfig|StructuralSimilarityConfig|GraphConfig|PathsConfig|ProcessingConfig|LLMConfig|OutputConfig|EmbeddingConfig|MonitoringConfig|LoggingConfig|DataStoreConfig|SpectralEvaluationConfig|MultihopConfig|MetricsConfig|ReasoningConfig|PerformanceConfig|VectorSearchConfig|InsightSpikeConfig,-,yes,yes,25,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/config/normalized.py,insightspike.config.normalized,config,config,設定モデル/ローダ/正規化,236,1,1,NormalizedConfig,_coerce_optional_int,yes,yes,5,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/config/normalizer.py,insightspike.config.normalizer,config,config,設定モデル/ローダ/正規化,239,1,0,ConfigNormalizer,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/config/presets.py,insightspike.config.presets,config,config,設定モデル/ローダ/正規化,545,1,0,ConfigPresets,-,yes,yes,4,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/config/summary.py,insightspike.config.summary,config,config,設定モデル/ローダ/正規化,41,0,2,-,summarize_memory_config|summarize_config,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/config/wake_sleep_config.py,insightspike.config.wake_sleep_config,config,config,設定モデル/ローダ/正規化,315,4,0,SphereSearchConfig|WakeModeConfig|SleepModeConfig|WakeSleepConfig,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/core/base/async_datastore.py,insightspike.core.base.async_datastore,core,core,中核データ構造と基底I/F,244,1,0,AsyncDataStore,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/core/base/datastore.py,insightspike.core.base.datastore,core,core,中核データ構造と基底I/F,296,2,0,DataStore|VectorIndex,-,yes,yes,17,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/core/base/generic_interfaces.py,insightspike.core.base.generic_interfaces,core,core,中核データ構造と基底I/F,305,11,0,TaskType|EnvironmentState|ActionSpace|InsightMoment|EnvironmentInterface|RewardNormalizer|StateEncoder|InsightDetectorInterface|GenericAgentInterface|MemoryManagerInterface|ReasonerInterface,-,yes,yes,5,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/core/base/maze_implementation.py,insightspike.core.base.maze_implementation,core,core,中核データ構造と基底I/F,359,4,0,MazeEnvironmentAdapter|MazeStateEncoder|MazeRewardNormalizer|MazeInsightDetector,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/core/episode.py,insightspike.core.episode,core,core,中核データ構造と基底I/F,143,1,1,Episode,create_episode,yes,yes,27,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/core/error_handler.py,insightspike.core.error_handler,core,core,中核データ構造と基底I/F,303,6,5,InsightSpikeError|ConfigurationError|ModelNotFoundError|InitializationError|ProcessingError|InsightSpikeLogger,get_logger|handle_error|with_error_handling|validate_config|setup_debug_mode,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/core/exceptions.py,insightspike.core.exceptions,core,core,中核データ構造と基底I/F,149,22,0,InsightSpikeException|DataStoreError|DataStoreSaveError|DataStoreLoadError|DataStoreNotFoundError|DataStorePermissionError|ConfigurationError|InvalidConfigError|ConfigNotFoundError|AgentError|AgentInitializationError|AgentProcessingError|MemoryError|MemoryCapacityError|MemorySearchError|GraphError|GraphBuildError|GraphAnalysisError|LLMError|LLMConnectionError|LLMGenerationError|LLMTokenLimitError,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/core/vector_integrator.py,insightspike.core.vector_integrator,core,core,中核データ構造と基底I/F,298,1,0,VectorIntegrator,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/fallback/gedig_fallback_tracker.py,insightspike.fallback.gedig_fallback_tracker,fallback,fallback,フォールバック制御,45,2,0,GeDIGFallbackEvent|GeDIGFallbackTracker,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/features/query_transformation/__init__.py,insightspike.features.query_transformation.__init__,features,features,任意機能モジュール,35,0,0,-,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/features/query_transformation/enhanced_query_transformer.py,insightspike.features.query_transformation.enhanced_query_transformer,features,features,任意機能モジュール,511,4,0,QueryBranch|MultiHopGNN|AdaptiveExplorer|EnhancedQueryTransformer,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/features/query_transformation/evolution_tracker.py,insightspike.features.query_transformation.evolution_tracker,features,features,任意機能モジュール,554,5,0,EvolutionPattern|PatternDatabase|QueryTypeClassifier|EvolutionTracker|TrajectoryAnalyzer,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/features/query_transformation/query_state.py,insightspike.features.query_transformation.query_state,features,features,任意機能モジュール,126,2,0,QueryState|QueryTransformationHistory,-,yes,yes,4,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/features/query_transformation/query_transformer.py,insightspike.features.query_transformation.query_transformer,features,features,任意機能モジュール,362,2,0,QueryGraphGNN|QueryTransformer,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/agents/configurable_agent.py,insightspike.implementations.agents.configurable_agent,implementations,implementations/agents,具体実装（agents/layers/datastore）,679,5,1,AgentMode|AgentConfig|UnifiedCycleResult|QueryCache|ConfigurableAgent,create_agent,yes,yes,3,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/datastore/factory.py,insightspike.implementations.datastore.factory,implementations,implementations/datastore,具体実装（agents/layers/datastore）,116,1,0,DataStoreFactory,-,yes,yes,5,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/datastore/filesystem_store.py,insightspike.implementations.datastore.filesystem_store,implementations,implementations/datastore,具体実装（agents/layers/datastore）,625,2,0,FileSystemDataStore|FAISSVectorIndex,-,yes,yes,3,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/datastore/memory_store.py,insightspike.implementations.datastore.memory_store,implementations,implementations/datastore,具体実装（agents/layers/datastore）,245,1,0,InMemoryDataStore,-,yes,yes,3,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/layers/layer1_conductor.py,insightspike.implementations.layers.layer1_conductor,implementations,implementations/layers,具体実装（agents/layers/datastore）,74,1,0,L1Conductor,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/layers/layer1_error_monitor.py,insightspike.implementations.layers.layer1_error_monitor,implementations,implementations/layers,具体実装（agents/layers/datastore）,588,2,9,KnownUnknownAnalysis|ErrorMonitor,analyze_input|_extract_key_concepts|_detect_question_indicators|_calculate_concept_certainty|_requires_synthesis_analysis|_calculate_query_complexity|_calculate_error_threshold|_calculate_analysis_confidence|uncertainty,yes,yes,5,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/layers/layer2_compatibility.py,insightspike.implementations.layers.layer2_compatibility,implementations,implementations/layers,具体実装（agents/layers/datastore）,137,1,1,CompatibleL2MemoryManager,create_compatible_memory,yes,yes,3,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/layers/layer3/analysis.py,insightspike.implementations.layers.layer3.analysis,implementations,implementations/layers,具体実装（agents/layers/datastore）,283,2,0,GraphAnalyzer|RewardCalculator,-,yes,yes,3,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/layers/layer3/analyzer_runner.py,insightspike.implementations.layers.layer3.analyzer_runner,implementations,implementations/layers,具体実装（agents/layers/datastore）,417,0,13,-,run_analysis|_synthetic_graph|_ensure_graph_is_real|_query_focal_enabled|handle_query_focal|_determine_centers|_select_sp_engine|_get_float|_get_core_classes|_get_gedig_core|_estimate_sp_cached|_get_int|_neutral_result,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/layers/layer3/conflict.py,insightspike.implementations.layers.layer3.conflict,implementations,implementations/layers,具体実装（agents/layers/datastore）,124,1,1,ConflictScore,_cosine_similarity,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/layers/layer3/gnn.py,insightspike.implementations.layers.layer3.gnn,implementations,implementations/layers,具体実装（agents/layers/datastore）,40,0,1,-,build_simple_gnn,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/layers/layer3/graph_builder.py,insightspike.implementations.layers.layer3.graph_builder,implementations,implementations/layers,具体実装（agents/layers/datastore）,127,1,1,GraphBuilder,_cosine_similarity,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/layers/layer3/message_passing.py,insightspike.implementations.layers.layer3.message_passing,implementations,implementations/layers,具体実装（agents/layers/datastore）,36,0,0,-,-,yes,yes,3,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/layers/layer3/message_passing_controller.py,insightspike.implementations.layers.layer3.message_passing_controller,implementations,implementations/layers,具体実装（agents/layers/datastore）,112,1,0,MessagePassingController,-,yes,yes,3,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/layers/layer3/metrics_controller.py,insightspike.implementations.layers.layer3.metrics_controller,implementations,implementations/layers,具体実装（agents/layers/datastore）,41,1,0,MetricsController,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/layers/layer3_graph_reasoner.py,insightspike.implementations.layers.layer3_graph_reasoner,implementations,implementations/layers,具体実装（agents/layers/datastore）,761,1,5,L3GraphReasoner,_cosine_similarity|_have_torch_geometric|_load_advanced_metrics|_load_graph_reasoning_components|_load_message_passing_components,yes,yes,6,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/layers/scalable_graph_builder.py,insightspike.implementations.layers.scalable_graph_builder,implementations,implementations/layers,具体実装（agents/layers/datastore）,479,1,0,ScalableGraphBuilder,-,yes,yes,5,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/implementations/memory/graph_memory_search.py,insightspike.implementations.memory.graph_memory_search,implementations,implementations/memory,具体実装（agents/layers/datastore）,332,1,0,GraphMemorySearch,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/learning/pattern_logger.py,insightspike.learning.pattern_logger,learning,learning,学習ログ/最適化,347,2,0,ReasoningPattern|PatternLogger,-,yes,yes,3,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/learning/strategy_optimizer.py,insightspike.learning.strategy_optimizer,learning,learning,学習ログ/最適化,323,1,0,StrategyOptimizer,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/metrics/graph_metrics.py,insightspike.metrics.graph_metrics,metrics,metrics,メトリクス計算,111,0,2,-,delta_ged|delta_ig,yes,yes,5,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/metrics/pyg_compatible_metrics.py,insightspike.metrics.pyg_compatible_metrics,metrics,metrics,メトリクス計算,199,0,3,-,pyg_to_networkx|delta_ged_pyg|delta_ig_pyg,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/monitoring/__init__.py,insightspike.monitoring.__init__,monitoring,monitoring,監視,27,0,0,-,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/monitoring/graph_monitor.py,insightspike.monitoring.graph_monitor,monitoring,monitoring,監視,357,3,1,GraphOperationMetric|GraphOperationMonitor|MonitoredOperation,create_default_monitor,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/monitoring/index_monitor.py,insightspike.monitoring.index_monitor,monitoring,monitoring,監視,221,2,0,IndexPerformanceMonitor|IndexMonitoringDecorator,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/processing/embedder.py,insightspike.processing.embedder,processing,processing,埋め込み/前処理,296,2,1,EmbeddingManager|FallbackEmbedder,get_model,yes,yes,13,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/processing/loader.py,insightspike.processing.loader,processing,processing,埋め込み/前処理,37,0,1,-,load_corpus,yes,no,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/providers/anthropic_provider.py,insightspike.providers.anthropic_provider,providers,providers,LLM/モデルプロバイダ,105,1,0,AnthropicProvider,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/providers/distilgpt2_provider.py,insightspike.providers.distilgpt2_provider,providers,providers,LLM/モデルプロバイダ,174,1,0,DistilGPT2Provider,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/providers/local.py,insightspike.providers.local,providers,providers,LLM/モデルプロバイダ,184,1,0,LocalProvider,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/providers/mock_provider.py,insightspike.providers.mock_provider,providers,providers,LLM/モデルプロバイダ,115,1,0,MockProvider,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/providers/openai_provider.py,insightspike.providers.openai_provider,providers,providers,LLM/モデルプロバイダ,121,1,0,OpenAIProvider,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/providers/provider_factory.py,insightspike.providers.provider_factory,providers,providers,LLM/モデルプロバイダ,143,1,0,ProviderFactory,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
